-0.12442,-0.97688,1.1399
-0.11559,-0.96346,1.0245
-0.10327,-0.96506,0.96161
-0.092616,-0.96185,0.89031
-0.081874,-0.95917,0.82319
-0.071934,-0.95446,0.75484
-0.062885,-0.94667,0.68205
-0.054292,-0.93815,0.6111
-0.045835,-0.92936,0.54189
-0.038548,-0.91728,0.46869
-0.031687,-0.90428,0.39633
-0.024822,-0.892,0.32903
-0.019331,-0.87536,0.25362
-0.014494,-0.85709,0.1779
-0.0098275,-0.83919,0.10628
-0.0049597,-0.82201,0.038666
-0.0017074,-0.80092,-0.033375
0.0013558,-0.77951,-0.10443
0.0039057,-0.75685,-0.17571
0.0062499,-0.73426,-0.24313
0.0083355,-0.71169,-0.30724
0.009751,-0.68744,-0.37318
0.011007,-0.66343,-0.43513
0.011968,-0.63912,-0.49507
0.012355,-0.61371,-0.55435
0.012607,-0.58863,-0.60963
0.012656,-0.56321,-0.664
0.012464,-0.53818,-0.71343
0.011893,-0.51273,-0.76072
0.0114,-0.48797,-0.8047
0.010767,-0.46357,-0.84416
0.010009,-0.43942,-0.88107
0.0091523,-0.41572,-0.91412
0.0084107,-0.39306,-0.94241
0.0070063,-0.36899,-0.97216
0.0061297,-0.34723,-0.99443
0.004969,-0.32519,-1.0158
0.0039817,-0.30444,-1.0326
0.0030733,-0.28455,-1.0465
0.0021762,-0.26534,-1.0586
0.0014204,-0.24728,-1.0685
0.00079619,-0.23055,-1.0753
0.000269,-0.2148,-1.0799
-0.00015147,-0.20035,-1.0802
-0.00077289,-0.18787,-1.0708
-0.0009005,-0.17655,-1.0518
-0.00066786,-0.1668,-1.0298
0.0026151,-0.16871,-0.99546
0.00070121,-0.15309,-0.97796
0.00012246,-0.14135,-0.95644
0.0039076,-0.14272,-0.92718
0.0034243,-0.13386,-0.911
0.0024688,-0.12181,-0.90051
0.0055126,-0.12365,-0.85068
0.0027255,-0.10682,-0.84942
0.0039913,-0.1034,-0.8172
0.0043775,-0.097692,-0.78976
0.0053791,-0.094275,-0.75983
0.0064166,-0.09105,-0.73038
0.007616,-0.08878,-0.7006
0.0083271,-0.085347,-0.67354
0.0079741,-0.079344,-0.65106
0.007513,-0.073337,-0.62906
0.012677,-0.08903,-0.57883
0.0076905,-0.065622,-0.58221
0.014002,-0.086922,-0.52523
0.012925,-0.075433,-0.51823
0.010001,-0.061491,-0.50972
0.0075065,-0.05074,-0.49616
0.003953,-0.038106,-0.48346
0.012694,-0.059556,-0.44309
0.01049,-0.049881,-0.43103
0.017048,-0.067108,-0.39429
0.021099,-0.080889,-0.35645
0.020511,-0.07262,-0.35121
0.022567,-0.077429,-0.32817
0.02436,-0.084008,-0.30083
0.024133,-0.075958,-0.29955
0.01607,-0.047498,-0.31102
0.015125,-0.042765,-0.30014
0.027623,-0.086311,-0.24066
0.020307,-0.053005,-0.2674
0.024679,-0.06393,-0.24765
0.014139,-0.033404,-0.25661
0.030016,-0.082116,-0.20632
0.024251,-0.057379,-0.22157
0.030537,-0.079549,-0.19138
0.030653,-0.078027,-0.1847
0.02898,-0.067822,-0.18803
0.030558,-0.075512,-0.17081
-0.0053785,0.016639,-0.2078
0.025759,-0.055062,-0.17412
0.0052073,-0.0050981,-0.19044
0.0070917,-0.0086682,-0.18209
0.026937,-0.058611,-0.1519
-0.0070234,0.020908,-0.17527
0.023173,-0.049552,-0.14441
0.0196,-0.041839,-0.14193
0.00776,-0.014168,-0.15241
0.018963,-0.046566,-0.088559
0.024021,-0.057542,-0.074575
-0.014914,0.037691,-0.17233
-0.0039632,0.013465,-0.15002
-0.031812,0.078855,-0.20393
-0.036507,0.090773,-0.21187
-0.0020222,0.012534,-0.14443
-0.046248,0.11328,-0.22075
-0.018674,0.053439,-0.1794
-0.02447,0.067575,-0.18959
-0.056246,0.13714,-0.23032
-0.10372,0.24492,-0.31652
-0.061277,0.15005,-0.23853
-0.046597,0.10421,-0.14153
-0.073168,0.17393,-0.23661
-0.10279,0.2391,-0.28026
-0.14332,0.33831,-0.39015
-0.13137,0.30144,-0.31832
-0.14545,0.34058,-0.37564
-0.11246,0.25723,-0.26919
-0.077013,0.18452,-0.2312
-0.097967,0.21898,-0.21058
-0.10711,0.23605,-0.21011
-0.10118,0.23713,-0.26043
-0.17184,0.40399,-0.42356
-0.14798,0.33105,-0.29516
-0.13991,0.30956,-0.26411
-0.13691,0.29961,-0.24333
-0.1505,0.32972,-0.26574
-0.16177,0.36111,-0.30918
-0.14967,0.32549,-0.25172
-0.13413,0.29585,-0.24087
-0.18015,0.41156,-0.37199
-0.17834,0.40233,-0.34703
-0.1464,0.32399,-0.26186
-0.16641,0.35374,-0.24172
-0.16713,0.35382,-0.2366
-0.065081,0.19871,-0.31228
-0.14185,0.32425,-0.28386
-0.1092,0.24187,-0.18958
-0.16879,0.36303,-0.25454
-0.083592,0.24831,-0.35765
-0.0031324,0.11162,-0.35533
-0.14991,0.30796,-0.17564
-0.18159,0.34752,-0.13115
-0.18743,0.36424,-0.15371
-0.16575,0.26521,0.042123
-0.1807,0.32353,-0.063776
-0.18457,0.30057,0.024088
-0.18442,0.2747,0.098178
0.011928,0.47105,-0.098172
